Age,Gender,Education Level,Years of Experience,Salary
34,Male,Master's,8,100000
24,Female,Bachelor's,2,55000
36,Male,PhD,12,170000
30,Female,Bachelor's,5,90000
29,Male,Bachelor's,4,80000
42,Male,Master's,14,180000
26,Male,Bachelor's,2,60000
35,Female,Master's,9,120000
28,Male,Master's,5,80000
30,Female,Bachelor's,4,60000
25,Male,Bachelor's,2,50000
45,Female,Master's,18,160000
33,Male,PhD,9,120000
22,Female,High School,0,40000
36,Male,Bachelor's,10,100000
29,Female,Master's,4,75000
42,Male,PhD,16,140000
27,Female,Bachelor's,2,50000
38,Male,Master's,11,110000
24,Female,Bachelor's,1,45000
31,Male,High School,4,55000
39,Female,PhD,13,130000
26,Male,Bachelor's,2,50000
32,Female,Master's,7,80000
32,Male,Bachelor's,2,45000
24,Female,High School,1,32000
45,Male,PhD,12,120000
29,Female,Master's,4,65000
38,Male,Bachelor's,8,95000
27,Female,Master's,5,80000
31,Female,High School,3,38000
42,Male,Master's,10,110000
26,Female,Bachelor's,2,45000
36,Male,Master's,7,89000
28,Male,High School,1,32000
33,Female,Bachelor's,5,70000
46,Male,PhD,15,150000
25,Female,Bachelor's,1,40000
37,Female,Master's,9,105000
30,Male,Master's,4,65000
43,Female,PhD,14,140000
34,Male,Bachelor's,3,50000
26,Female,High School,2,35000
41,Male,Master's,11,115000
29,Female,Master's,5,70000
35,Male,Bachelor's,6,80000
27,Female,High School,1,30000
40,Male,PhD,13,135000
23,Female,Bachelor's,1,40000
39,Male,Master's,10,105000
31,Male,High School,2,35000
44,Female,PhD,12,120000
28,Male,Master's,3,55000
32,Female,Bachelor's,2,45000
45,Male,Master's,14,140000
26,Female,Bachelor's,3,55000
38,Male,PhD,11,115000
27,Female,Master's,4,70000
33,Male,High School,3,38000
42,Female,Master's,13,135000
29,Male,Bachelor's,2,45000
36,Female,Master's,7,85000
30,Male,High School,1,32000
43,Female,PhD,15,150000
34,Male,Bachelor's,4,65000
25,Female,Master's,1,32000
37,Male,PhD,12,120000
24,Female,Bachelor's,1,40000
39,Male,Master's,9,95000
31,Male,High School,2,35000
44,Female,PhD,14,140000
28,Male,Bachelor's,3,55000
32,Female,Master's,6,80000
45,Male,PhD,13,135000
26,Female,Bachelor's,2,45000
38,Male,Master's,8,95000
27,Female,High School,1,32000
33,Male,Bachelor's,5,70000
42,Female,Master's,12,120000
29,Male,Master's,4,70000
36,Female,Master's,7,85000
30,Male,High School,2,33000
43,Female,PhD,15,150000
34,Male,Bachelor's,3,50000
25,Female,Master's,1,32000
37,Male,PhD,11,115000
24,Female,Bachelor's,1,40000
39,Male,Master's,10,105000
31,Male,High School,2,35000
44,Female,PhD,13,135000
28,Male,Bachelor's,4,65000
32,Female,Master's,6,80000
45,Male,PhD,14,140000
26,Female,Bachelor's,2,45000
38,Male,Master's,8,95000
27,Female,High School,1,32000
33,Male,Bachelor's,5,70000
42,Female,Master's,12,120000
29,Male,Master's,4,70000
36,Female,Master's,7,85000
30,Male,High School,2,33000
43,Female,PhD,15,150000
34,Male,Bachelor's,3,50000
25,Female,Master's,1,32000
37,Male,PhD,11,115000
24,Female,Bachelor's,1,40000
39,Male,Master's,10,105000
31,Male,High School,2,35000
44,Female,PhD,13,135000
28,Male,Bachelor's,4,65000
32,Female,Master's,6,80000
45,Male,PhD,14,140000
26,Female,Bachelor's,2,45000
38,Male,Master's,8,95000
27,Female,High School,1,32000
33,Male,Bachelor's,5,70000
42,Female,Master's,12,120000
29,Male,Master's,4,70000
36,Female,Master's,7,85000
30,Male,High School,2,33000
43,Female,PhD,15,150000
34,Male,Bachelor's,3,50000
25,Female,Master's,1,32000
37,Male,PhD,11,115000
24,Female,Bachelor's,1,40000
39,Male,Master's,10,105000
31,Male,High School,2,35000
44,Female,PhD,13,135000
28,Male,Bachelor's,4,65000
32,Female,Master's,6,80000
45,Male,PhD,14,140000
26,Female,Bachelor's,2,45000
38,Male,Master's,8,95000
27,Female,High School,1,32000
33,Male,Bachelor's,5,70000
42,Female,Master's,12,120000
29,Male,Master's,4,70000
36,Female,Master's,7,85000
30,Male,High School,2,33000
43,Female,PhD,15,150000
34,Male,Bachelor's,3,50000
25,Female,Master's,1,32000
37,Male,PhD,11,115000
32,Male,Bachelor's,2,45000
24,Female,High School,1,32000
45,Male,PhD,12,120000
29,Female,Master's,4,65000
38,Male,Bachelor's,8,95000
27,Female,Master's,5,80000
31,Female,High School,3,38000
42,Male,Master's,10,110000
26,Female,Bachelor's,2,45000
36,Male,Master's,7,89000
28,Male,High School,1,32000
33,Female,Bachelor's,5,70000
46,Male,PhD,15,150000
25,Female,Bachelor's,1,40000
37,Female,Master's,9,105000
30,Male,Master's,4,65000
43,Female,PhD,14,140000
34,Male,Bachelor's,3,50000
26,Female,High School,2,35000
41,Male,Master's,11,115000
29,Female,Master's,5,70000
35,Male,Bachelor's,6,80000
27,Female,High School,1,30000
40,Male,PhD,13,135000
23,Female,Bachelor's,1,40000
39,Male,Master's,10,105000
31,Male,High School,2,35000
44,Female,PhD,12,120000
28,Male,Master's,3,55000
32,Female,Bachelor's,2,45000
45,Male,Master's,14,140000
26,Female,Bachelor's,3,55000
38,Male,PhD,11,115000
27,Female,Master's,4,70000
33,Male,High School,3,38000
42,Female,Master's,13,135000
29,Male,Bachelor's,2,45000
36,Female,Master's,7,85000
30,Male,High School,1,32000
43,Female,PhD,15,150000
34,Male,Bachelor's,4,65000
25,Female,Master's,1,32000
37,Male,PhD,12,120000
24,Female,Bachelor's,1,40000
39,Male,Master's,9,95000
31,Male,High School,2,35000
44,Female,PhD,14,140000
28,Male,Bachelor's,3,55000
32,Female,Master's,6,80000
45,Male,PhD,13,135000
26,Female,Bachelor's,2,45000
38,Male,Master's,8,95000
27,Female,High School,1,32000
33,Male,Bachelor's,5,70000
42,Female,Master's,12,120000
29,Male,Master's,4,70000
36,Female,Master's,7,85000
30,Male,High School,2,33000
43,Female,PhD,15,150000
34,Male,Bachelor's,3,50000
25,Female,Master's,1,32000
37,Male,PhD,11,115000
24,Female,Bachelor's,1,40000
39,Male,Master's,10,105000
31,Male,High School,2,35000
44,Female,PhD,13,135000
28,Male,Bachelor's,4,65000
32,Female,Master's,6,80000
45,Male,PhD,14,140000
26,Female,Bachelor's,2,45000
38,Male,Master's,8,95000
27,Female,High School,1,32000
33,Male,Bachelor's,5,70000
42,Female,Master's,12,120000
29,Male,Master's,4,70000
36,Female,Master's,7,85000
30,Male,High School,2,33000
43,Female,PhD,15,150000
34,Male,Bachelor's,3,50000
25,Female,Master's,1,32000
37,Male,PhD,11,115000
24,Female,Bachelor's,1,40000
39,Male,Master's,10,105000
31,Male,High School,2,35000
44,Female,PhD,13,135000
28,Male,Bachelor's,4,65000
32,Female,Master's,6,80000
45,Male,PhD,14,140000
26,Female,Bachelor's,2,45000
38,Male,Master's,8,95000
27,Female,High School,1,32000
33,Male,Bachelor's,5,70000
42,Female,Master's,12,120000
29,Male,Master's,4,70000
36,Female,Master's,7,85000
30,Male,High School,2,33000
43,Female,PhD,15,150000
34,Male,Bachelor's,3,50000
25,Female,Master's,1,32000
37,Male,PhD,11,115000
24,Female,Bachelor's,1,40000
39,Male,Master's,10,105000
31,Male,High School,2,35000
44,Female,PhD,13,135000
28,Male,Bachelor's,4,65000
32,Female,Master's,6,80000
45,Male,PhD,14,140000
26,Female,Bachelor's,2,45000
38,Male,Master's,8,95000
27,Female,High School,1,32000
33,Male,Bachelor's,5,70000
42,Female,Master's,12,120000
29,Male,Master's,4,70000
36,Female,Master's,7,85000
30,Male,High School,2,33000
43,Female,PhD,15,150000
34,Male,Bachelor's,3,50000
25,Female,Master's,1,32000
37,Male,PhD,11,115000
28,Male,Bachelor's,3,60000
37,Female,Master's,9,100000
43,Male,PhD,15,150000
31,Female,Bachelor's,4,55000
24,Male,High School,1,30000
29,Female,Master's,5,70000
35,Male,Bachelor's,8,90000
26,Female,Master's,2,40000
42,Male,PhD,12,130000
34,Female,Bachelor's,6,75000
27,Male,High School,2,35000
38,Female,Master's,10,110000
30,Male,Bachelor's,4,65000
45,Male,PhD,18,180000
25,Female,Bachelor's,1,35000
40,Female,Master's,11,120000
33,Male,Bachelor's,6,75000
29,Female,High School,1,30000
44,Male,PhD,16,160000
26,Male,Bachelor's,3,60000
36,Female,Master's,8,85000
31,Male,Bachelor's,5,70000
27,Female,Master's,3,50000
42,Male,PhD,13,140000
34,Female,Bachelor's,6,75000
28,Male,High School,2,35000
39,Female,Master's,10,110000
31,Male,Bachelor's,4,65000
45,Male,PhD,18,180000
25,Female,Bachelor's,1,35000
40,Female,Master's,11,120000
33,Male,Bachelor's,6,75000
29,Female,High School,1,30000
44,Male,PhD,16,160000
26,Male,Bachelor's,3,60000
36,Female,Master's,8,85000
31,Male,Bachelor's,5,70000
27,Female,Master's,3,50000
42,Male,PhD,13,140000
34,Female,Bachelor's,6,75000
28,Male,High School,2,35000
39,Female,Master's,10,110000
31,Male,Bachelor's,4,65000
45,Male,PhD,18,180000
25,Female,Bachelor's,1,35000
40,Female,Master's,11,120000
33,Male,Bachelor's,6,75000
29,Female,High School,1,30000
44,Male,PhD,16,160000
26,Male,Bachelor's,3,60000
36,Female,Master's,8,85000
31,Male,Bachelor's,5,70000
27,Female,Master's,3,50000
42,Male,PhD,13,140000
34,Female,Bachelor's,6,75000
28,Male,High School,2,35000
39,Female,Master's,10,110000
31,Male,Bachelor's,4,65000
45,Male,PhD,18,180000
25,Female,Bachelor's,1,35000
40,Female,Master's,11,120000
33,Male,Bachelor's,6,75000
29,Female,High School,1,30000
44,Male,PhD,16,160000
26,Male,Bachelor's,3,60000
36,Female,Master's,8,85000
31,Male,Bachelor's,5,70000
27,Female,Master's,3,50000
42,Male,PhD,13,140000
34,Female,Bachelor's,6,75000
28,Male,High School,2,35000
39,Female,Master's,10,110000
31,Male,Bachelor's,4,65000
45,Male,PhD,18,180000
25,Female,Bachelor's,1,35000
40,Female,Master's,11,120000
33,Male,Bachelor's,6,75000
29,Female,High School,1,30000
44,Male,PhD,16,160000
26,Male,Bachelor's,3,60000
36,Female,Master's,8,85000
31,Male,Bachelor's,5,70000
27,Female,Master's,3,50000
42,Male,PhD,13,140000
34,Female,Bachelor's,6,75000
28,Male,High School,2,35000
39,Female,Master's,10,110000
31,Male,Bachelor's,4,65000
45,Male,PhD,18,180000
25,Female,Bachelor's,1,35000
40,Female,Master's,11,120000
33,Male,Bachelor's,6,75000
29,Female,High School,1,30000
44,Male,PhD,16,160000
26,Male,Bachelor's,3,60000
36,Female,Master's,8,85000
31,Male,Bachelor's,5,70000
27,Female,Master's,3,50000
42,Male,PhD,13,140000
34,Female,Bachelor's,6,75000
28,Male,High School,2,35000
39,Female,Master's,10,110000
31,Male,Bachelor's,4,65000
45,Male,PhD,18,180000
25,Female,Bachelor's,1,35000
40,Female,Master's,11,120000
33,Male,Bachelor's,6,75000
29,Female,High School,1,30000
44,Male,PhD,16,160000
26,Male,Bachelor's,3,60000
36,Female,Master's,8,85000
31,Male,Bachelor's,5,70000
27,Female,Master's,3,50000
42,Male,PhD,13,140000
34,Female,Bachelor's,6,75000
28,Male,High School,2,35000
39,Female,Master's,10,110000
31,Male,Bachelor's,4,65000
45,Male,PhD,18,180000
25,Female,Bachelor's,1,35000
40,Female,Master's,11,120000
33,Male,Bachelor's,6,75000
29,Female,High School,1,30000
44,Male,PhD,16,160000
26,Male,Bachelor's,3,60000
27,Male,Bachelor's,3,60000
38,Female,Master's,9,100000
44,Male,PhD,15,150000
30,Female,Bachelor's,4,55000
23,Male,High School,1,30000
28,Female,Master's,5,70000
34,Male,Bachelor's,8,90000
25,Female,Master's,2,40000
41,Male,PhD,12,130000
33,Female,Bachelor's,6,75000
26,Male,High School,2,35000
37,Female,Master's,10,110000
29,Male,Bachelor's,4,65000
46,Male,PhD,18,180000
26,Female,Bachelor's,1,35000
39,Female,Master's,11,120000
32,Male,Bachelor's,6,75000
28,Female,High School,1,30000
43,Male,PhD,16,160000
27,Male,Bachelor's,3,60000
35,Female,Master's,8,85000
30,Male,Bachelor's,5,70000
26,Female,Master's,3,50000
41,Male,PhD,13,140000
33,Female,Bachelor's,6,75000
27,Male,High School,2,35000
38,Female,Master's,10,110000
29,Male,Bachelor's,4,65000
46,Male,PhD,18,180000
26,Female,Bachelor's,1,35000
39,Female,Master's,11,120000
32,Male,Bachelor's,6,75000
28,Female,High School,1,30000
43,Male,PhD,16,160000
27,Male,Bachelor's,3,60000
35,Female,Master's,8,85000
30,Male,Bachelor's,5,70000
26,Female,Master's,3,50000
41,Male,PhD,13,140000
33,Female,Bachelor's,6,75000
27,Male,High School,2,35000
38,Female,Master's,10,110000
29,Male,Bachelor's,4,65000
46,Male,PhD,18,180000
26,Female,Bachelor's,1,35000
39,Female,Master's,11,120000
32,Male,Bachelor's,6,75000
28,Female,High School,1,30000
43,Male,PhD,16,160000
27,Male,Bachelor's,3,60000
35,Female,Master's,8,85000
30,Male,Bachelor's,5,70000
26,Female,Master's,3,50000
41,Male,PhD,13,140000
33,Female,Bachelor's,6,75000
27,Male,High School,2,35000
38,Female,Master's,10,110000
29,Male,Bachelor's,4,65000
46,Male,PhD,18,180000
26,Female,Bachelor's,1,35000
39,Female,Master's,11,120000
32,Male,Bachelor's,6,75000
28,Female,High School,1,30000
43,Male,PhD,16,160000
27,Male,Bachelor's,3,60000
35,Female,Master's,8,85000
30,Male,Bachelor's,5,70000
26,Female,Master's,3,50000
41,Male,PhD,13,140000
33,Female,Bachelor's,6,75000
27,Male,High School,2,35000
38,Female,Master's,10,110000
29,Male,Bachelor's,4,65000
46,Male,PhD,18,180000
26,Female,Bachelor's,1,35000
39,Female,Master's,11,120000
32,Male,Bachelor's,6,75000
28,Female,High School,1,30000
43,Male,PhD,16,160000
27,Male,Bachelor's,3,60000
35,Female,Master's,8,85000
30,Male,Bachelor's,5,70000
26,Female,Master's,3,50000
41,Male,PhD,13,140000
33,Female,Bachelor's,6,75000
27,Male,High School,2,35000
38,Female,Master's,10,110000
29,Male,Bachelor's,4,65000
46,Male,PhD,18,180000
26,Female,Bachelor's,1,35000
39,Female,Master's,11,120000
32,Male,Bachelor's,6,75000
28,Female,High School,1,30000
43,Male,PhD,16,160000
27,Male,Bachelor's,3,60000
35,Female,Master's,8,85000
30,Male,Bachelor's,5,70000
26,Female,Master's,3,50000
41,Male,PhD,13,140000
33,Female,Bachelor's,6,75000
27,Male,High School,2,35000
38,Female,Master's,10,110000
29,Male,Bachelor's,4,65000
46,Male,PhD,18,180000
26,Female,Bachelor's,1,35000
39,Female,Master's,11,120000
32,Male,Bachelor's,6,75000
28,Female,High School,1,30000
43,Male,PhD,16,160000
27,Male,Bachelor's,3,60000
35,Female,Master's,8,85000
30,Male,Bachelor's,5,70000
26,Female,Master's,3,50000
41,Male,PhD,13,140000
33,Female,Bachelor's,6,75000
27,Male,High School,2,35000
38,Female,Master's,10,110000
29,Male,Bachelor's,4,65000
46,Male,PhD,18,180000
26,Female,Bachelor's,1,35000
39,Female,Master's,11,120000
32,Male,Bachelor's,6,75000
28,Female,High School,1,30000
43,Male,PhD,16,160000
27,Male,Bachelor's,3,60000
24,Male,Bachelor's,2,55000
32,Female,Master's,7,90000
45,Male,PhD,16,160000
28,Female,Bachelor's,4,60000
22,Male,High School,1,25000
29,Female,Master's,5,70000
36,Male,Bachelor's,8,100000
27,Female,Bachelor's,3,45000
42,Male,PhD,14,140000
34,Female,Bachelor's,6,75000
25,Male,High School,2,30000
39,Female,Master's,11,120000
30,Male,Bachelor's,4,65000
47,Male,PhD,19,190000
25,Female,Bachelor's,1,35000
40,Female,Master's,12,130000
33,Male,Bachelor's,7,85000
29,Female,High School,1,25000
44,Male,PhD,15,150000
28,Male,Bachelor's,3,60000
36,Female,Master's,9,100000
31,Male,Bachelor's,6,75000
27,Female,Master's,3,50000
42,Male,PhD,14,140000
34,Female,Bachelor's,6,75000
26,Male,High School,2,30000
39,Female,Master's,11,120000
30,Male,Bachelor's,4,65000
47,Male,PhD,19,190000
25,Female,Bachelor's,1,35000
40,Female,Master's,12,130000
33,Male,Bachelor's,7,85000
29,Female,High School,1,25000
44,Male,PhD,15,150000
28,Male,Bachelor's,3,60000
36,Female,Master's,9,100000
31,Male,Bachelor's,6,75000
27,Female,Master's,3,50000
42,Male,PhD,14,140000
34,Female,Bachelor's,6,75000
26,Male,High School,2,30000
39,Female,Master's,11,120000
30,Male,Bachelor's,4,65000
47,Male,PhD,19,190000
25,Female,Bachelor's,1,35000
40,Female,Master's,12,130000
33,Male,Bachelor's,7,85000
29,Female,High School,1,25000
44,Male,PhD,15,150000
28,Male,Bachelor's,3,60000
36,Female,Master's,9,100000
31,Male,Bachelor's,6,75000
27,Female,Master's,3,50000
42,Male,PhD,14,140000
34,Female,Bachelor's,6,75000
26,Male,High School,2,30000
39,Female,Master's,11,120000
30,Male,Bachelor's,4,65000
47,Male,PhD,19,190000
25,Female,Bachelor's,1,35000
40,Female,Master's,12,130000
33,Male,Bachelor's,7,85000
29,Female,High School,1,25000
44,Male,PhD,15,150000
28,Male,Bachelor's,3,60000
36,Female,Master's,9,100000
31,Male,Bachelor's,6,75000
27,Female,Master's,3,50000
42,Male,PhD,14,140000
34,Female,Bachelor's,6,75000
26,Male,High School,2,30000
39,Female,Master's,11,120000
30,Male,Bachelor's,4,65000
47,Male,PhD,19,190000
25,Female,Bachelor's,1,35000
40,Female,Master's,12,130000
33,Male,Bachelor's,7,85000
29,Female,High School,1,25000
44,Male,PhD,15,150000
28,Male,Bachelor's,3,60000
36,Female,Master's,9,100000
31,Male,Bachelor's,6,75000
27,Female,Master's,3,50000
42,Male,PhD,14,140000
34,Female,Bachelor's,6,75000
26,Male,High School,2,30000
39,Female,Master's,11,120000
30,Male,Bachelor's,4,65000
47,Male,PhD,19,190000
25,Female,Bachelor's,1,35000
40,Female,Master's,12,130000
33,Male,Bachelor's,7,85000
29,Female,High School,1,25000
44,Male,PhD,15,150000
28,Male,Bachelor's,3,60000
36,Female,Master's,9,100000
31,Male,Bachelor's,6,75000
27,Female,Master's,3,50000
42,Male,PhD,14,140000
34,Female,Bachelor's,6,75000
26,Male,High School,2,30000
39,Female,Master's,11,120000
30,Male,Bachelor's,4,65000
47,Male,PhD,19,190000
25,Female,Bachelor's,1,35000
40,Female,Master's,12,130000
33,Male,Bachelor's,7,85000
29,Female,High School,1,25000
44,Male,PhD,15,150000
28,Male,Bachelor's,3,60000
36,Female,Master's,9,100000
31,Male,Bachelor's,6,75000
27,Female,Master's,3,50000
42,Male,PhD,14,140000
34,Female,Bachelor's,6,75000
26,Male,High School,2,30000
39,Female,Master's,11,120000
30,Male,Bachelor's,4,65000
47,Male,PhD,19,190000
25,Female,Bachelor's,1,35000
40,Female,Master's,12,130000
33,Male,Bachelor's,7,85000
29,Female,High School,1,25000
44,Male,PhD,15,150000
28,Male,Bachelor's,3,60000
31,Male,Bachelor's,5,80000
27,Female,Master's,3,60000
38,Male,PhD,12,130000
29,Female,Bachelor's,2,45000
23,Male,High School,1,25000
32,Female,Master's,7,90000
44,Male,Bachelor's,18,170000
26,Female,Bachelor's,2,40000
40,Male,PhD,15,150000
33,Female,Bachelor's,8,95000
24,Male,High School,1,25000
35,Female,Master's,10,110000
29,Male,Bachelor's,4,70000
49,Male,PhD,22,220000
26,Female,Bachelor's,2,35000
41,Female,Master's,13,140000
36,Male,Bachelor's,9,110000
28,Female,High School,1,25000
43,Male,PhD,16,160000
29,Male,Bachelor's,5,80000
39,Female,Master's,11,120000
32,Male,Bachelor's,6,90000
28,Female,Master's,2,45000
40,Male,PhD,15,150000
33,Female,Bachelor's,8,95000
24,Male,High School,1,25000
35,Female,Master's,10,110000
29,Male,Bachelor's,4,70000
49,Male,PhD,22,220000
26,Female,Bachelor's,2,35000
41,Female,Master's,13,140000
36,Male,Bachelor's,9,110000
28,Female,High School,1,25000
43,Male,PhD,16,160000
29,Male,Bachelor's,5,80000
39,Female,Master's,11,120000
32,Male,Bachelor's,6,90000
28,Female,Master's,2,45000
40,Male,PhD,15,150000
33,Female,Bachelor's,8,95000
24,Male,High School,1,25000
35,Female,Master's,10,110000
29,Male,Bachelor's,4,70000
49,Male,PhD,22,220000
26,Female,Bachelor's,2,35000
41,Female,Master's,13,140000
36,Male,Bachelor's,9,110000
28,Female,High School,1,25000
43,Male,PhD,16,160000
29,Male,Bachelor's,5,80000
39,Female,Master's,11,120000
32,Male,Bachelor's,6,90000
28,Female,Master's,2,45000
40,Male,PhD,15,150000
33,Female,Bachelor's,8,95000
24,Male,High School,1,25000
35,Female,Master's,10,110000
29,Male,Bachelor's,4,70000
49,Male,PhD,22,220000
26,Female,Bachelor's,2,35000
41,Female,Master's,13,140000
36,Male,Bachelor's,9,110000
28,Female,High School,1,25000
43,Male,PhD,16,160000
29,Male,Bachelor's,5,80000
39,Female,Master's,11,120000
32,Male,Bachelor's,6,90000
28,Female,Master's,2,45000
40,Male,PhD,15,150000
33,Female,Bachelor's,8,95000
24,Male,High School,1,25000
35,Female,Master's,10,110000
29,Male,Bachelor's,4,70000
49,Male,PhD,22,220000
26,Female,Bachelor's,2,35000
41,Female,Master's,13,140000
36,Male,Bachelor's,9,110000
28,Female,High School,1,25000
43,Male,PhD,16,160000
29,Male,Bachelor's,5,80000
39,Female,Master's,11,120000
32,Male,Bachelor's,6,90000
28,Female,Master's,2,45000
40,Male,PhD,15,150000
33,Female,Bachelor's,8,95000
24,Male,High School,1,25000
35,Female,Master's,10,110000
29,Male,Bachelor's,4,70000
49,Male,PhD,22,220000
26,Female,Bachelor's,2,35000
41,Female,Master's,13,140000
36,Male,Bachelor's,9,110000
28,Female,High School,1,25000
43,Male,PhD,16,160000
29,Male,Bachelor's,5,80000
39,Female,Master's,11,120000
32,Male,Bachelor's,6,90000
28,Female,Master's,2,45000
40,Male,PhD,15,150000
33,Female,Bachelor's,8,95000
24,Male,High School,1,25000
35,Female,Master's,10,110000
29,Male,Bachelor's,4,70000
49,Male,PhD,22,220000
26,Female,Bachelor's,2,35000
41,Female,Master's,13,140000
36,Male,Bachelor's,9,110000
28,Female,High School,1,25000
43,Male,PhD,16,160000
29,Male,Bachelor's,5,80000
39,Female,Master's,11,120000
32,Male,Bachelor's,6,90000
28,Female,Master's,2,45000
40,Male,PhD,15,150000
33,Female,Bachelor's,8,95000
24,Male,High School,1,25000
35,Female,Master's,10,110000
29,Male,Bachelor's,4,70000
49,Male,PhD,22,220000
26,Female,Bachelor's,2,35000
41,Female,Master's,13,140000
36,Male,Bachelor's,9,110000
28,Female,High School,1,25000
43,Male,PhD,16,160000
29,Male,Bachelor's,5,80000
34,Male,Bachelor's,6,85000
31,Female,Master's,4,62000
41,Male,PhD,13,138000
27,Female,Bachelor's,2,47000
25,Male,High School,1,26000
33,Female,Master's,8,95000
45,Male,Bachelor's,19,174000
28,Female,Bachelor's,2,41000
42,Male,PhD,16,162000
34,Female,Bachelor's,9,99000
23,Male,High School,1,26000
36,Female,Master's,11,117000
30,Male,Bachelor's,5,75000
50,Male,PhD,23,225000
27,Female,Bachelor's,2,36000
43,Female,Master's,14,146000
37,Male,Bachelor's,10,113000
29,Female,High School,1,26000
44,Male,PhD,17,168000
30,Male,Bachelor's,6,85000
40,Female,Master's,12,122000
33,Male,Bachelor's,7,96000
29,Female,Master's,3,49000
43,Male,PhD,16,162000
34,Female,Bachelor's,9,99000
23,Male,High School,1,26000
36,Female,Master's,11,117000
30,Male,Bachelor's,5,75000
50,Male,PhD,23,225000
27,Female,Bachelor's,2,36000
43,Female,Master's,14,146000
37,Male,Bachelor's,10,113000
29,Female,High School,1,26000
44,Male,PhD,17,168000
30,Male,Bachelor's,6,85000
40,Female,Master's,12,122000
33,Male,Bachelor's,7,96000
29,Female,Master's,3,49000
43,Male,PhD,16,162000
34,Female,Bachelor's,9,99000
23,Male,High School,1,26000
36,Female,Master's,11,117000
30,Male,Bachelor's,5,75000
50,Male,PhD,23,225000
27,Female,Bachelor's,2,36000
43,Female,Master's,14,146000
37,Male,Bachelor's,10,113000
29,Female,High School,1,26000
44,Male,PhD,17,168000
30,Male,Bachelor's,6,85000
40,Female,Master's,12,122000
33,Male,Bachelor's,7,96000
29,Female,Master's,3,49000
43,Male,PhD,16,162000
34,Female,Bachelor's,9,99000
23,Male,High School,1,26000
36,Female,Master's,11,117000
30,Male,Bachelor's,5,75000
50,Male,PhD,23,225000
27,Female,Bachelor's,2,36000
43,Female,Master's,14,146000
37,Male,Bachelor's,10,113000
29,Female,High School,1,26000
44,Male,PhD,17,168000
30,Male,Bachelor's,6,85000
40,Female,Master's,12,122000
33,Male,Bachelor's,7,96000
29,Female,Master's,3,49000
43,Male,PhD,16,162000
34,Female,Bachelor's,9,99000
23,Male,High School,1,26000
36,Female,Master's,11,117000
30,Male,Bachelor's,5,75000
50,Male,PhD,23,225000
27,Female,Bachelor's,2,36000
43,Female,Master's,14,146000
37,Male,Bachelor's,10,113000
29,Female,High School,1,26000
44,Male,PhD,17,168000
30,Male,Bachelor's,6,85000
40,Female,Master's,12,122000
33,Male,Bachelor's,7,96000
29,Female,Master's,3,49000
43,Male,PhD,16,162000
34,Female,Bachelor's,9,99000
23,Male,High School,1,26000
36,Female,Master's,11,117000
30,Male,Bachelor's,5,75000
50,Male,PhD,23,225000
27,Female,Bachelor's,2,36000
43,Female,Master's,14,146000
37,Male,Bachelor's,10,113000
29,Female,High School,1,26000
44,Male,PhD,17,168000
30,Male,Bachelor's,6,85000
40,Female,Master's,12,122000
33,Male,Bachelor's,7,96000
29,Female,Master's,3,49000
43,Male,PhD,16,162000
34,Female,Bachelor's,9,99000
23,Male,High School,1,26000
36,Female,Master's,11,117000
30,Male,Bachelor's,5,75000
50,Male,PhD,23,225000
27,Female,Bachelor's,2,36000
43,Female,Master's,14,146000
37,Male,Bachelor's,10,113000
29,Female,High School,1,26000
44,Male,PhD,17,168000
30,Male,Bachelor's,6,85000
40,Female,Master's,12,122000
33,Male,Bachelor's,7,96000
29,Female,Master's,3,49000
43,Male,PhD,16,162000
34,Female,Bachelor's,9,99000
23,Male,High School,1,26000
36,Female,Master's,11,117000
30,Male,Bachelor's,5,75000
50,Male,PhD,23,225000
27,Female,Bachelor's,2,36000
43,Female,Master's,14,146000
37,Male,Bachelor's,10,113000
29,Female,High School,1,26000
44,Male,PhD,17,168000
30,Male,Bachelor's,6,85000
32,Female,Master's,8,95000
46,Male,PhD,18,180000
28,Female,Bachelor's,2,41000
24,Male,High School,1,26000
31,Female,Master's,5,68000
39,Male,Bachelor's,13,127000
25,Female,Bachelor's,2,47000
41,Male,PhD,15,155000
35,Female,Bachelor's,8,92000
26,Male,High School,1,26000
37,Female,Master's,12,125000
29,Male,Bachelor's,4,71000
51,Male,PhD,24,240000
28,Female,Bachelor's,2,36000
44,Female,Master's,15,152000
38,Male,Bachelor's,11,119000
30,Female,High School,1,26000
45,Male,PhD,19,190000
31,Male,Bachelor's,6,85000
41,Female,Master's,13,131000
34,Male,Bachelor's,8,101000
30,Female,Master's,3,49000
44,Male,PhD,18,182000
35,Female,Bachelor's,8,92000
26,Male,High School,1,26000
37,Female,Master's,12,125000
29,Male,Bachelor's,4,71000
51,Male,PhD,24,240000
28,Female,Bachelor's,2,36000
44,Female,Master's,15,152000
38,Male,Bachelor's,11,119000
30,Female,High School,1,26000
45,Male,PhD,19,190000
31,Male,Bachelor's,6,85000
41,Female,Master's,13,131000
34,Male,Bachelor's,8,101000
30,Female,Master's,3,49000
44,Male,PhD,18,182000
35,Female,Bachelor's,8,92000
26,Male,High School,1,26000
37,Female,Master's,12,125000
29,Male,Bachelor's,4,71000
51,Male,PhD,24,240000
28,Female,Bachelor's,2,36000
44,Female,Master's,15,152000
38,Male,Bachelor's,11,119000
